"_created_at","_updated_at","_id","outlet_id","outlet_en","outlet_type","outlet_ar","year","value","key_indicator_id","key_indicator_en","key_indicator_ar","in_out"
1509081855303,1509081855303,"in_10",6,"","بحري","ميناء السطان قابوس   ",2010,14909842,11,"Products of the milling industry; malt; starches; inulin; wheat gluten","منتجات مطاحن ؛ شعير ناشط (مالت) ؛ نشاء حبوب أو جذور أو درنات ؛ إينولين ؛ دابوق القمح (جلوتين) ","in"
1509081855303,1509081855303,"in_11",6,"","بحري","ميناء السطان قابوس   ",2010,548328,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","حبوب وبذور وأثمار زيتية ؛ حبوب وبذور وأثمار منوعة ؛ نباتات للصناعة  أو للطب ؛ قش وعلف ","in"
1509081855303,1509081855303,"in_12",6,"","بحري","ميناء السطان قابوس   ",2010,405199,13,"Lac; gums, resins and other vegetable saps and extracts","صمغ اللك ؛ صموغ وراتنجات وغيرها من عصارات وخلاصات نباتية ","in"
1509081855303,1509081855303,"in_13",6,"","بحري","ميناء السطان قابوس   ",2010,2177912,14,"Vegetable plaiting materials; vegetable products not elsewhere specified or included","مواد ضفر نباتية ؛ منتجات أخر من أصل نباتي غير مذكور ولا داخلة في مكان آخر ","in"
1509081855303,1509081855303,"in_14",6,"","بحري","ميناء السطان قابوس   ",2010,41947639,15,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","شحوم ودهون وزيوت حيوانية أو نباتية ومنتجات تفككها ؛ دهون غذائية محضرة ؛  شموع من أصل حيوان أو نباتي ","in"
1509081855303,1509081855303,"in_15",6,"","بحري","ميناء السطان قابوس   ",2010,5201901,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","محضرات لحوم وأسماك أو قشريات أو رخويات أو لافقريات مائية أخر ","in"
1509081855303,1509081855303,"in_16",6,"","بحري","ميناء السطان قابوس   ",2010,2901190,17,"Sugars and sugar confectionery","سكر ومصنوعات سكرية ","in"
1509081855303,1509081855303,"in_17",6,"","بحري","ميناء السطان قابوس   ",2010,5556500,18,"Cocoa and cocoa preparations","كاكاو ومحضراته ","in"
1509081855303,1509081855303,"in_18",6,"","بحري","ميناء السطان قابوس   ",2010,17415041,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products","محضرات أساسها الحبوب أو الدقيق أو النشا أو الحليب ؛ فطائر","in"
1509081855303,1509081855303,"in_19",6,"","بحري","ميناء السطان قابوس   ",2010,12399909,20,"Prepsrations of vegetables, fruit, nuts or other parts of plants","محضرات خضر ، فواكه وأثمار أو محضرات من اجزاء أخرى من النباتات ","in"
1509081855303,1509081855303,"in_20",6,"","بحري","ميناء السطان قابوس   ",2010,9376780,21,"Miscellaneous edible preparations","محضرات غذائية منوعة ","in"
1509081855303,1509081855303,"in_21",6,"","بحري","ميناء السطان قابوس   ",2010,11523081,22,"Beverages, spirits and vinegar","مشروبات، سوائل كحولية وخل ","in"
1509081855303,1509081855303,"in_22",6,"","بحري","ميناء السطان قابوس   ",2010,4545010,23,"Residues and waste from the food industries; prepared animal fodder","بقايا ونفايات صناعات الأغذية  أغذية محضرة للحيوانات ","in"
1509081855303,1509081855303,"in_23",6,"","بحري","ميناء السطان قابوس   ",2010,9372424,24,"Tobacco and manufactured tobacco substitutes","تبغ وأبدال تبغ مصنعة ","in"
1509081855303,1509081855303,"in_24",6,"","بحري","ميناء السطان قابوس   ",2010,11511706,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement","ملح ؛ كبريت ؛ أتربة  وأحجار ؛ جص ؛ كلس وأسمنت ","in"
1509081855303,1509081855303,"in_25",6,"","بحري","ميناء السطان قابوس   ",2010,5868690,26,"Ores, slag and ash","خامات معادن ، خبث ورماد ","in"
1509081855303,1509081855303,"in_26",6,"","بحري","ميناء السطان قابوس   ",2010,30030282,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","وقود معدني ، زيوت معدنية ومنتجات تقطيرها ؛ مواد قارية ؛ شموع معدنية","in"
1509081855303,1509081855303,"in_27",6,"","بحري","ميناء السطان قابوس   ",2010,10329820,28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals,of radioactive elements or of isotopes","منتجات كيماوية غير عضوية ؛ مركبات عضوية أو غير عضوية من معادن ثمينة أو من معادن أتربه نادرة أو من عناصر مشعة أو من نظائر ايزوتوب ","in"
1509081855303,1509081855303,"in_28",6,"","بحري","ميناء السطان قابوس   ",2010,9028687,29,"Organic chemicals","منتجات كيماوية عضوية","in"
1509081855303,1509081855303,"in_29",6,"","بحري","ميناء السطان قابوس   ",2010,11786211,30,"Pharmaceutical products","منتجات الصيدلية ","in"
1509081855303,1509081855303,"in_30",6,"","بحري","ميناء السطان قابوس   ",2010,37220023,31,"Fertilisers"," اسمدة","in"
1509081855303,1509081855303,"in_31",6,"","بحري","ميناء السطان قابوس   ",2010,9217223,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks ","خلاصات للدباغة والصباغة ؛ مواد دابغة ومشتقاتها أصباغ ، ألوان سطحية (بيجمنت) ومواد ملونة أخر ؛ دهانات وورنيش ؛ معاجين ؛ حبر","in"
1509081855303,1509081855303,"in_32",6,"","بحري","ميناء السطان قابوس   ",2010,20243519,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations","زيوت عطرية ومستخلصات مواد راتنجية (رزينويد) ؛ محضرات عطور أو تطرية (كوزماتيك) أو تجميل (تواليت)","in"
1509081855303,1509081855303,"in_33",6,"","بحري","ميناء السطان قابوس   ",2010,8005403,34,"Soap, organic surface-active agents, washing preparations,lubricating preparations, artificial waxes, prepared waxes polishing or scouring preparations, candles and similar articles, modelling pastes, "" dental waxes, and dental preparations with a basis o"," صابون، وعوامل سطح عضوية (غواسل عضوية)  ومحضرات غسيل ومحضرات تشحيم وشموع اصطناعية  وشموع محضرة ومحضرات صقل أو تلميع وشموع إضاءة وأصناف مماثلة  ومعاجين لصنع النماذج وشموع طب الأسنان ومحضرات طب الأسنان أساسها الجص","in"
1509081855303,1509081855303,"in_34",6,"","بحري","ميناء السطان قابوس   ",2010,3767903,35,"Albumlnoidal substances; modified starches; glues; enzymes","مواد زلالية ؛ منتجات أساسها النشا المعدل ؛ غراء ؛ انزيمات ","in"
1509081855303,1509081855303,"in_35",6,"","بحري","ميناء السطان قابوس   ",2010,376984,36,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","   بارود ومتفجرات؛ منتجات نارية فنية؛ ثقاب؛ خلائط معدنية لإحداث الاشتعال؛ مواد لهوب، محضرة","in"
1509081855303,1509081855303,"in_36",6,"","بحري","ميناء السطان قابوس   ",2010,1592523,37,"Photographic or cinematographic goods","منتجات تصوير فوتوغرافي أو سينمائي","in"
1509081855303,1509081855303,"in_37",6,"","بحري","ميناء السطان قابوس   ",2010,45832122,38,"Miscellaneous chemical products","منتجــــــات كيماويــــــــة منوعـــــــة","in"
1509081855303,1509081855303,"in_38",6,"","بحري","ميناء السطان قابوس   ",2010,62272730,39,"Plastics and articles thereof"," لدائـــــــــــــــــن ومصنوعاتهــــــــــــــــــــا","in"
1509081855303,1509081855303,"in_39",6,"","بحري","ميناء السطان قابوس   ",2010,49904034,40,"Rubber and articles thereof","مطـاط ومصنوعـاته ","in"
1509081855303,1509081855303,"in_40",6,"","بحري","ميناء السطان قابوس   ",2010,364861,41,"Raw hides and skins (other than furskins) and leather","صلال وجلود خام (عدا جلود الفراء) وجلود مدبوغة","in"
1509081855303,1509081855303,"in_41",6,"","بحري","ميناء السطان قابوس   ",2010,2562161,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)","مصنوعات من جلد ؛ أصناف عدة الحيوانات والسراجة ؛ لوازم السفر ؛ حقائب يدوية وأوعية مماثلة لها ؛ مصنوعات من مصارين الحيوانات (عدا مصارين دودة القز) ","in"
1509081855303,1509081855303,"in_42",6,"","بحري","ميناء السطان قابوس   ",2010,161,43,"Furskins and artificial fur; manufactures thereof","جلود بفراء طبيعية ، وفراء مقلدة (اصطناعية) ؛ مصنوعاتها ","in"
1509081855303,1509081855303,"in_43",6,"","بحري","ميناء السطان قابوس   ",2010,36773230,44,"Wood and articles of wood; wood charcoal","خشب ومصنوعاته ؛ فحم خشبي","in"
1509081855303,1509081855303,"in_44",6,"","بحري","ميناء السطان قابوس   ",2010,106212,45,"Cork and articles of cork","فليــن ومصنوعــاتـه ","in"
1509081855303,1509081855303,"in_45",6,"","بحري","ميناء السطان قابوس   ",2010,146008,46,"Msnufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork","مصنوعات من القش أو الحلفا أو غيرها من مواد الضفر ؛ أصناف صناعتي الحصر والسلال ","in"
1509081855303,1509081855303,"in_46",6,"","بحري","ميناء السطان قابوس   ",2010,213630,47,"Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard","عجائن من خشب أو مواد ليفية سليلوزية أخر ؛ ورق و ورق مقوى (نفايا وفضلات ) بغرض إعادة التصنيع ","in"
1509081855303,1509081855303,"in_47",6,"","بحري","ميناء السطان قابوس   ",2010,23817729,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard","ورق وورق مقوى (كرتون) ؛ مصنوعات من عجينة السيليلوز أو من ورق أو من ورق مقوى ","in"
1509081855303,1509081855303,"in_48",6,"","بحري","ميناء السطان قابوس   ",2010,1701733,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","كتب ، صحف ، صور وغيرها من منتجات الطباعة والنشر ؛ مخطوطاتن يدوية ، مستنسخات وتصاميم ","in"
1509081855303,1509081855303,"in_49",6,"","بحري","ميناء السطان قابوس   ",2010,608791,50,"silk","حرير طبيعي","in"
1509081855303,1509081855303,"in_50",6,"","بحري","ميناء السطان قابوس   ",2010,21256,51,"Wool , fine or coarse animal hair; horsehair yarn and woven fabric","صوف ، وبر حيوان ناعم أو خشن ، خيوط وأقمشة منسوجة من شعر الخيل ","in"
1509081855303,1509081855303,"in_51",6,"","بحري","ميناء السطان قابوس   ",2010,2062509,52,"Cotton","قطن","in"
1509081855303,1509081855303,"in_52",6,"","بحري","ميناء السطان قابوس   ",2010,785077,53,"Other vegetable textile fibres;paper yarn and woven fabrics of paper yarn","ألياف نسجية نباتية أخر ، خيوط من ورق وأقمشة منسوجة من خيوط الورق ","in"
1509081855303,1509081855303,"in_53",6,"","بحري","ميناء السطان قابوس   ",2010,3591409,54,"Man-made filaments; strip and the like of man-made textile materials","شعيـرات تـركيبيـة أو أصطنـاعيـة؛ قدد و أشكال مماثلة من مواد نسجية تركيبية أو اصطناعية","in"
1509081855303,1509081855303,"in_54",6,"","بحري","ميناء السطان قابوس   ",2010,4128127,55,"Man-made staple fibres","أليـاف تركيبيـة أو أصطنــاعيـة غير مستمرة ","in"
1509081855303,1509081855303,"in_55",6,"","بحري","ميناء السطان قابوس   ",2010,2578353,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","حشـو ، لبـاد ولا منسـوجات ؛ خيوط خـاصة ؛ خيوط حزم وحبـال وأمراس وأصناف مصنوعة منها ","in"
1509081855303,1509081855303,"in_56",6,"","بحري","ميناء السطان قابوس   ",2010,1944602,57,"Carpets and other textile floor coverings","سجــاد وأغطيـة أرضيـات أخــر مـن مـواد نسجـية ","in"
1509081855303,1509081855303,"in_57",6,"","بحري","ميناء السطان قابوس   ",2010,327249,58,"Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","أقمشة منسوجة خاصة ؛ أقمشة ذات خمل ""أوبار"" من مواد نسجية ؛ مسننات (دانتيلا) ؛ ديابيج ؛ أصناف عقادة ؛ مطرزات ","in"
1509081855303,1509081855303,"in_58",6,"","بحري","ميناء السطان قابوس   ",2010,309283,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","نسج مشربة أو مطلية أو مغطاه أو منضدة ؛ أصناف نسجية للأستخدام التقني أو الصناعي ","in"
1509081855303,1509081855303,"in_59",6,"","بحري","ميناء السطان قابوس   ",2010,247297,60,"Knitted or crocheted fabrics","أقمشة مصنـرة أو كـروشـية","in"
1509081855303,1509081855303,"in_60",6,"","بحري","ميناء السطان قابوس   ",2010,3326313,61,"Articles of apparel and clothing accessories, knitted or crocheted","ألبسة وتوابع ألبسة من مصنرات أو كروشية ","in"
1509081855303,1509081855303,"in_61",6,"","بحري","ميناء السطان قابوس   ",2010,4266010,62,"Articles of apparel and clothing accessories, not knitted or crocheted","ألبسة وتوابع ألبسة ، من غير المصنرات أو الكروشية","in"
1509081855303,1509081855303,"in_62",6,"","بحري","ميناء السطان قابوس   ",2010,3697259,63,"Other made up textile articles; sets; worn clothing and worn textile articles; rags","أصناف أخر جاهزة من مواد نسجية ؛ مجموعات (أطقم ) ؛ ألبسة مستعملة وأصناف نسجية مستعملة ؛ أسمال وخرق","in"
1509081855303,1509081855303,"in_63",6,"","بحري","ميناء السطان قابوس   ",2010,6282770,64,"Footwear, gaiters and the like; parts of such articles","أحذية وطماقات وما يماثلها ؛ أجزاء هذه الأصناف ","in"
1509081855303,1509081855303,"in_64",6,"","بحري","ميناء السطان قابوس   ",2010,236414,65,"Headgear and parts thereof","أغطيــة رأس وأجزاؤهــا","in"
1509081855303,1509081855303,"in_65",6,"","بحري","ميناء السطان قابوس   ",2010,51308,66,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof","مظلات مطر ، مظلات شمس ، عصي ، عصي بقاعدة ، سياط ، وسياط الفروسية ، وأجزاء هذه الأصناف ","in"
1509081855303,1509081855303,"in_66",6,"","بحري","ميناء السطان قابوس   ",2010,65629,67,"Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","ريش وزغب محضران وأصناف مصنوعة منها ؛ أزهار أصطناعية ؛ أصناف من شعر بشري ","in"
1509081855303,1509081855303,"in_67",6,"","بحري","ميناء السطان قابوس   ",2010,9861207,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials","مصنوعات من حجر أو جص أو إسمنت أو حرير صخري (اسبستوس) أو ميكا أو من مواد مماثلة ","in"
1509081855303,1509081855303,"in_68",6,"","بحري","ميناء السطان قابوس   ",2010,17978910,69,"Ceramic products","منتجــات مــن خـــزف ","in"
1509081855303,1509081855303,"in_69",6,"","بحري","ميناء السطان قابوس   ",2010,17351361,70,"Glass and glassware","زجـــــاج ومصنوعـــاته ","in"
1509081855303,1509081855303,"in_70",6,"","بحري","ميناء السطان قابوس   ",2010,98362,71," Natural or cultured pearls, precious or semi-precious stones precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","لؤلؤ طبيعي أو مستنبت ، أحجار كريمة أوشبه كريمة ، معادن ثمينة ، معادن عادية مكسوة بقشرة من معادن ثمينة ، مصنوعات من هذه المواد ؛ حلي الغواية (مقلدة ) ؛ نقود","in"
1509081855303,1509081855303,"in_71",6,"","بحري","ميناء السطان قابوس   ",2010,27712276,72,"Iron and steel","الحديد والصلب (فولاذ) ","in"
1509081855303,1509081855303,"in_72",6,"","بحري","ميناء السطان قابوس   ",2010,104438441,73,"Articles of iron or steel","مصنوعات من حديد أو صب (فولاذ) ","in"
1509081855303,1509081855303,"in_73",6,"","بحري","ميناء السطان قابوس   ",2010,87224640,74,"Copper and articles thereof","نحـــاس ومصنـــوعــاتـــه ","in"
1509081855303,1509081855303,"in_74",6,"","بحري","ميناء السطان قابوس   ",2010,358126,75,"Nickel and articles thereof","نيكــــــل ومصنوعاتــــــــــــه ","in"
1509081855303,1509081855303,"in_75",6,"","بحري","ميناء السطان قابوس   ",2010,16865490,76,"Aluminium and articles thereof","ألومنيـــــــــوم ومصنوعاتــــــــــــه ","in"
1509081855303,1509081855303,"in_76",6,"","بحري","ميناء السطان قابوس   ",2010,7819246,78,"Lead and articles thereof","رصـــاص ومصنوعاتــة","in"
1509081855303,1509081855303,"in_77",6,"","بحري","ميناء السطان قابوس   ",2010,118648,79,"Zinc and articles thereof","زنك ( توتياء ) ومصنوعاته","in"
1509081855303,1509081855303,"in_78",6,"","بحري","ميناء السطان قابوس   ",2010,131173,80,"Tin and articles thereof","قصــديــر ومصنوعــاتــــة ","in"
1509081855303,1509081855303,"in_79",6,"","بحري","ميناء السطان قابوس   ",2010,139869,81,"Other base metals; cermets; articles thereof","معادن عادية أخر ؛ خلائط خزفية معدنية (سيرميت) ؛ مصنوعاتها","in"
1509081855303,1509081855303,"in_80",6,"","بحري","ميناء السطان قابوس   ",2010,4346546,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","عدد وأدوات سكاكين وملاعق وشوك ، من معادن عادية ؛ أجزاؤها من معادن عادية ","in"
1509081855303,1509081855303,"in_81",6,"","بحري","ميناء السطان قابوس   ",2010,9366936,83,"Miscellaneous articles of base metal","أصناف متنوعة من معادن عادية","in"
1509081855303,1509081855303,"in_82",6,"","بحري","ميناء السطان قابوس   ",2010,395372908,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","مفاعلات نووية ومراجل وآلات وأجهزة وأدوات آلية ؛ أجزاؤها ","in"
1509081855303,1509081855303,"in_83",6,"","بحري","ميناء السطان قابوس   ",2010,157269772,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers,television image and sound recorders and reproducers, and parts and accessories of such articles","آلات وأجهزة ومعدات كهربائية وأجزاؤها ؛ أجهزة تسجيل وإذاعة الصوت ، وأجهزة تسجيل وإذاعة الصوت والصورة في الإذاعة المرئية ( تلفزيون) وأجزاء ولوازم هذه الأجهزة ","in"
1509081855303,1509081855303,"in_84",6,"","بحري","ميناء السطان قابوس   ",2010,331425,86,"Railway or tramway locomotives, rolling-stock and parts thereof; rallway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","قاطرات وعربات ومعدات للسكك الحديدية أو ما يماثلها وأجزاؤها مثبتات ولوازم خطوط السكك الحديدية وأجزاؤها؛ أجهزة إشارة آلية (بما فيها كهروآليه) لطرق الموصلات من جميع الأنواع","in"
1509081855303,1509081855303,"in_85",6,"","بحري","ميناء السطان قابوس   ",2010,130475,88,"Aircraft, spacecraft, and parts thereof","مركبات جوية ومركبات فضائية وأجزاؤها ","in"
1509081855303,1509081855303,"in_86",6,"","بحري","ميناء السطان قابوس   ",2010,6488824,89,"Ships, boats and floating structures","سفن وقوارب ومنشآت عائمة ","in"
1509081855303,1509081855303,"in_87",6,"","بحري","ميناء السطان قابوس   ",2010,19070892,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","أدوات وأجهزة للبصريات أو للتصوير الفوتوغرافي أو السينمائي أو للقياس أو للفحص والضبط الدقيق ، أدوات وأجهزة للطب أو الجراحة ؛ أجزاء ولوازم هذه الأدوات والأجهزة ","in"
1509081855303,1509081855303,"in_88",6,"","بحري","ميناء السطان قابوس   ",2010,400845,91,"CIocks and watches and parts thereof","أصناف صناعة الساعات وأجزاؤها ","in"
1509081855303,1509081855303,"in_89",6,"","بحري","ميناء السطان قابوس   ",2010,313153,92,"Musical instruments; parts and accessories of such articles","أدوات موسيقية ؛ أجزاؤها ولوازمها","in"
1509081855303,1509081855303,"in_90",6,"","بحري","ميناء السطان قابوس   ",2010,12338043,93,"Arms and ammunition; parts and accessorles thereof","أسلحة وذخائر ؛ أجزاؤها ولوازمها ","in"
1509081855303,1509081855303,"in_91",6,"","بحري","ميناء السطان قابوس   ",2010,38995990,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and Iighting fittings, not elsewhere specified or included;illuminated signs, illuminated name-plates and the like; prefabricated buildings","أثاث ؛ أصناف أسرة (حشايا ، حوامل حشايا ، وسائد وأصناف محشوة مماثلة ) ؛ أجهزة إنارة غير مذكورة ولا داخلة في مكان آخر ؛ إشارات مضيئة ولوحات إعلانية أو إرشادية مضيئة وأصناف مماثلة ؛ مباني مسبقة الصنع ","in"
1509081855303,1509081855303,"in_92",6,"","بحري","ميناء السطان قابوس   ",2010,2602789,95,"Toys, games and sports requisites; parts and accessories thereof","لعب اطفال وأصناف للتسلية أو للرياضة ، اجزاؤها ولوازمها ","in"
1509081855303,1509081855303,"in_93",6,"","بحري","ميناء السطان قابوس   ",2010,6904538,96,"Miscellanous manufactured articles","مصنوعــات متنوعــة ","in"
1509081855303,1509081855303,"in_94",6,"","بحري","ميناء السطان قابوس   ",2010,35490,97,"Works of art, collectors' pieces and antiques","تحف فنية ، قطع للمجموعات وقطع أثرية ","in"
1509081855303,1509081855303,"in_95",6,"","بحري","ميناء السطان قابوس   ",2010,1281651,98,"Commodities Subject to Special Provisions","سلع ذات إحكام خاصة","in"
1509081855303,1509081855303,"in_96",4,"MINA SALALAH ","بحري","ميناء صلالة",2010,26695010,1,"Live animals","حيوانات حية","in"
1509081855303,1509081855303,"in_97",4,"","بحري","ميناء صلالة",2010,2785596,2,"Meat and edible meat offal","لحوم وأحشاء وأطراف صالحة للأكل","in"
1509081855303,1509081855303,"in_98",4,"","بحري","ميناء صلالة",2010,1492944,3,"Fish and crustaceans, molluscs and other aquatic invertebrates","أسمـاك وقشـريـات ، رخويــات وغيرهـا مـن الـلافقريــات المـائـية","in"
1509081855303,1509081855303,"in_99",4,"","بحري","ميناء صلالة",2010,7173543,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin,not elsewhere specified or included","ألبان ومنتجات صناعة الألبان ؛ بيض طيور ؛ عسل طبيعي ؛ منتجات صالحة للأكل من أصل حيواني ، غير مذكورة ولا داخلة في مكان آخر ","in"
1509081855303,1509081855303,"in_100",4,"","بحري","ميناء صلالة",2010,0,5,"Products of animal origin,not elsewhere specified or included ","منتجات أخر من أصل حيواني ، غير مذكورة ولا داخلة في مكان آخر ","in"
1509081855303,1509081855303,"in_101",4,"","بحري","ميناء صلالة",2010,39641,6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","اشجار ونباتات أخر حية ؛ بصيلات وبصلات وجذور وما شابهها ؛ ازهار مقطوفة واغصان مورقة للزينة","in"
1509081855303,1509081855303,"in_102",4,"","بحري","ميناء صلالة",2010,432090,7,"Edible vegetables and certain roots and tubers","خضر ونباتات وجذور ودرنات غذائية ، صالحة للأكل ","in"
1509081855303,1509081855303,"in_103",4,"","بحري","ميناء صلالة",2010,1279543,8,"Edible fruit and nuts; peel of citrus fruit or melons","فواكه وأثمار صالحة للأكل ؛ قشور حمضيات وقشور بطيخ أو شمام ","in"
1509081855303,1509081855303,"in_104",4,"","بحري","ميناء صلالة",2010,613955,9,"Coffee, tea, mate and spices","بن وشاي ومته وبهارات وتوابل ","in"
1509081855303,1509081855303,"in_105",4,"","بحري","ميناء صلالة",2010,23584447,10,"Cereals","حبوب","in"
1509081855303,1509081855303,"in_106",4,"","بحري","ميناء صلالة",2010,2298619,11,"Products of the milling industry; malt; starches; inulin; wheat gluten","منتجات مطاحن ؛ شعير ناشط (مالت) ؛ نشاء حبوب أو جذور أو درنات ؛ إينولين ؛ دابوق القمح (جلوتين) ","in"
1509081855303,1509081855303,"in_107",4,"","بحري","ميناء صلالة",2010,694280,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","حبوب وبذور وأثمار زيتية ؛ حبوب وبذور وأثمار منوعة ؛ نباتات للصناعة  أو للطب ؛ قش وعلف ","in"
1509081855303,1509081855303,"in_108",4,"","بحري","ميناء صلالة",2010,52932,13,"Lac; gums, resins and other vegetable saps and extracts","صمغ اللك ؛ صموغ وراتنجات وغيرها من عصارات وخلاصات نباتية ","in"
1509081855303,1509081855303,"in_109",4,"","بحري","ميناء صلالة",2010,8656,14,"Vegetable plaiting materials; vegetable products not elsewhere specified or included","مواد ضفر نباتية ؛ منتجات أخر من أصل نباتي غير مذكور ولا داخلة في مكان آخر ","in"
1509081855303,1509081855303,"in_110",4,"","بحري","ميناء صلالة",2010,7295326,15,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","شحوم ودهون وزيوت حيوانية أو نباتية ومنتجات تفككها ؛ دهون غذائية محضرة ؛  شموع من أصل حيوان أو نباتي ","in"
1509081855303,1509081855303,"in_111",4,"","بحري","ميناء صلالة",2010,4603,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","محضرات لحوم وأسماك أو قشريات أو رخويات أو لافقريات مائية أخر ","in"
1509081855303,1509081855303,"in_112",4,"","بحري","ميناء صلالة",2010,95397,17,"Sugars and sugar confectionery","سكر ومصنوعات سكرية ","in"
1509081855303,1509081855303,"in_113",4,"","بحري","ميناء صلالة",2010,0,18,"Cocoa and cocoa preparations","كاكاو ومحضراته ","in"
1509081855303,1509081855303,"in_114",4,"","بحري","ميناء صلالة",2010,173557,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products","محضرات أساسها الحبوب أو الدقيق أو النشا أو الحليب ؛ فطائر","in"
1509081855303,1509081855303,"in_115",4,"","بحري","ميناء صلالة",2010,692474,20,"Prepsrations of vegetables, fruit, nuts or other parts of plants","محضرات خضر ، فواكه وأثمار أو محضرات من اجزاء أخرى من النباتات ","in"
1509081855303,1509081855303,"in_116",4,"","بحري","ميناء صلالة",2010,218769,21,"Miscellaneous edible preparations","محضرات غذائية منوعة ","in"
